,Pitcher,Primary Pitches,Secondary Pitches,Primary,Secondary,H-Mov,V-Mov,RelHei,RelSide,RelHei Diff,RelSide Diff,H-Mov Diff,V-Mov Diff,MPH Diff,RPM Diff,VAA Diff,HAA Diff,Spin Degree Diff,Usage Rate,Chase Rate,Zone Whiff Rate,Called Strike Rate,wOBAcon
548,Irvin Cole,"1285    610.0
Name: Pitches, dtype: float64",343.0, FF, CH,"1285    9.6
Name:  H-Mov, dtype: float64","1285    16.5
Name:  V-Mov, dtype: float64","1285    6.2
Name: V-Rel Pt, dtype: float64","1285    1.4
Name: H-Rel Pt, dtype: float64",3.5999999999999996,8.0,3.8000000000000007,8.8,7.700000000000003,410.0,2.3,0.8,3.2,21.9,38.4,35.900000000000006,11.7,0.279
549,Irvin Cole,"1285    610.0
Name: Pitches, dtype: float64",336.0, FF, CU,"1285    9.6
Name:  H-Mov, dtype: float64","1285    16.5
Name:  V-Mov, dtype: float64","1285    6.2
Name: V-Rel Pt, dtype: float64","1285    1.4
Name: H-Rel Pt, dtype: float64",3.5999999999999996,8.0,17.2,21.0,13.200000000000003,90.0,4.3,2.3,12.7,8.6,31.5,43.0,15.5,0.34
550,Irvin Cole,"1285    610.0
Name: Pitches, dtype: float64",51.0, FF, SL,"1285    9.6
Name:  H-Mov, dtype: float64","1285    16.5
Name:  V-Mov, dtype: float64","1285    6.2
Name: V-Rel Pt, dtype: float64","1285    1.4
Name: H-Rel Pt, dtype: float64",3.3999999999999995,8.0,8.1,8.3,3.799999999999997,20.0,1.5,1.9,4.2,11.5,14.3,56.5,23.5,0.375
551,Jackson Zach,"1290    432.0
Name: Pitches, dtype: float64",355.0, FF, SL,"1290   -4.8
Name:  H-Mov, dtype: float64","1290    19.5
Name:  V-Mov, dtype: float64","1290    6.9
Name: V-Rel Pt, dtype: float64","1290   -0.7
Name: H-Rel Pt, dtype: float64",11.899999999999999,4.2,5.5,22.2,9.299999999999997,338.0,4.0,0.8,161.39999999999998,44.5,28.4,53.6,16.3,0.313
552,Jansen Kenley,"1292    409.0
Name: Pitches, dtype: float64",158.0, FC, SI,"1292    8.4
Name:  H-Mov, dtype: float64","1292    16.2
Name:  V-Mov, dtype: float64","1292    6.7
Name: V-Rel Pt, dtype: float64","1292   -1.2
Name: H-Rel Pt, dtype: float64",1.8000000000000007,9.4,13.3,2.900000000000002,1.3999999999999915,334.0,0.3000000000000007,2.1,4.800000000000001,21.9,32.9,50.0,15.8,0.575
553,Jansen Kenley,"1292    409.0
Name: Pitches, dtype: float64",91.0, FC, SL,"1292    8.4
Name:  H-Mov, dtype: float64","1292    16.2
Name:  V-Mov, dtype: float64","1292    6.7
Name: V-Rel Pt, dtype: float64","1292   -1.2
Name: H-Rel Pt, dtype: float64",1.8000000000000007,9.8,4.2,22.1,11.0,134.0,4.0,0.5000000000000002,13.2,13.2,27.1,41.9,19.8,0.291
554,Javier Cristian,"1296    1076.0
Name: Pitches, dtype: float64",465.0, FF, SL,"1296   -7.4
Name:  H-Mov, dtype: float64","1296    19.2
Name:  V-Mov, dtype: float64","1296    5.6
Name: V-Rel Pt, dtype: float64","1296   -1.6
Name: H-Rel Pt, dtype: float64",13.100000000000001,5.7,22.4,16.099999999999998,14.099999999999994,258.0,3.9,2.9,23.1,26.4,23.5,57.0,18.9,0.315
555,Javier Cristian,"1296    1076.0
Name: Pitches, dtype: float64",135.0, FF, KC,"1296   -7.4
Name:  H-Mov, dtype: float64","1296    19.2
Name:  V-Mov, dtype: float64","1296    5.6
Name: V-Rel Pt, dtype: float64","1296   -1.6
Name: H-Rel Pt, dtype: float64",13.100000000000001,5.7,20.6,27.9,17.39999999999999,521.0,5.9,2.3000000000000003,5.1000000000000005,7.0,18.8,56.4,20.0,0.534
556,Javier Cristian,"1296    1076.0
Name: Pitches, dtype: float64",86.0, FF, CH,"1296   -7.4
Name:  H-Mov, dtype: float64","1296    19.2
Name:  V-Mov, dtype: float64","1296    5.6
Name: V-Rel Pt, dtype: float64","1296   -1.6
Name: H-Rel Pt, dtype: float64",13.0,5.6000000000000005,7.199999999999999,9.799999999999999,8.299999999999997,145.0,3.1,1.6,3.4000000000000004,5.7,18.7,18.200000000000003,4.7,0.464
557,Jax Griffin,"1302    381.0
Name: Pitches, dtype: float64",299.0, SL, FF,"1302    10.8
Name:  H-Mov, dtype: float64","1302   -1.6
Name:  V-Mov, dtype: float64","1302    5.7
Name: V-Rel Pt, dtype: float64","1302   -0.9
Name: H-Rel Pt, dtype: float64",5.1000000000000005,11.700000000000001,19.8,18.3,8.899999999999991,425.0,3.3,2.5,41.0,42.0,24.8,44.3,19.1,0.487
558,Jax Griffin,"1302    381.0
Name: Pitches, dtype: float64",112.0, SL, CH,"1302    10.8
Name:  H-Mov, dtype: float64","1302   -1.6
Name:  V-Mov, dtype: float64","1302    5.7
Name: V-Rel Pt, dtype: float64","1302   -0.9
Name: H-Rel Pt, dtype: float64",5.1000000000000005,11.700000000000001,24.9,7.9,3.0999999999999943,1213.0,0.6000000000000005,3.4000000000000004,23.2,13.7,34.5,38.9,14.3,0.25
559,Jefferies Daulton,"1308    219.0
Name: Pitches, dtype: float64",120.0, SI, CH,"1308   -16.4
Name:  H-Mov, dtype: float64","1308    12.6
Name:  V-Mov, dtype: float64","1308    6.0
Name: V-Rel Pt, dtype: float64","1308   -2.7
Name: H-Rel Pt, dtype: float64",22.4,13.599999999999998,1.299999999999999,8.399999999999999,6.5,558.0,2.0,0.09999999999999998,2.1999999999999993,18.7,44.1,32.7,10.8,0.297
560,Jefferies Daulton,"1308    219.0
Name: Pitches, dtype: float64",119.0, SI, FC,"1308   -16.4
Name:  H-Mov, dtype: float64","1308    12.6
Name:  V-Mov, dtype: float64","1308    6.0
Name: V-Rel Pt, dtype: float64","1308   -2.7
Name: H-Rel Pt, dtype: float64",22.4,13.599999999999998,13.7,2.0,3.0,96.0,0.39999999999999947,2.4,3.799999999999999,18.2,29.4,38.2,16.8,0.457
561,Jefferies Daulton,"1308    219.0
Name: Pitches, dtype: float64",82.0, SI, CU,"1308   -16.4
Name:  H-Mov, dtype: float64","1308    12.6
Name:  V-Mov, dtype: float64","1308    6.0
Name: V-Rel Pt, dtype: float64","1308   -2.7
Name: H-Rel Pt, dtype: float64",22.5,13.7,21.5,14.5,12.400000000000006,306.0,3.4000000000000004,3.3000000000000003,6.4,12.2,22.2,42.9,11.0,0.551
562,Jefferies Daulton,"1308    219.0
Name: Pitches, dtype: float64",70.0, SI, FF,"1308   -16.4
Name:  H-Mov, dtype: float64","1308    12.6
Name:  V-Mov, dtype: float64","1308    6.0
Name: V-Rel Pt, dtype: float64","1308   -2.7
Name: H-Rel Pt, dtype: float64",22.5,13.7,6.199999999999999,2.3000000000000007,0.20000000000000284,67.0,0.6000000000000005,1.1,9.2,13.7,16.1,56.4,21.4,0.33
563,Jiménez Dany,"1311    287.0
Name: Pitches, dtype: float64",181.0, SL, FF,"1311    2.0
Name:  H-Mov, dtype: float64","1311   -0.3
Name:  V-Mov, dtype: float64","1311    6.4
Name: V-Rel Pt, dtype: float64","1311   -0.3
Name: H-Rel Pt, dtype: float64",4.4,2.3,5.2,18.0,12.0,148.0,3.999999999999999,0.9,27.0,39.2,16.0,42.5,19.3,0.367
564,Jiménez Joe,"1313    460.0
Name: Pitches, dtype: float64",229.0, FF, SL,"1313   -10.4
Name:  H-Mov, dtype: float64","1313    18.6
Name:  V-Mov, dtype: float64","1313    5.8
Name: V-Rel Pt, dtype: float64","1313   -2.3
Name: H-Rel Pt, dtype: float64",16.1,8.0,12.7,16.8,11.0,215.0,3.4000000000000004,2.0,1.7999999999999998,29.8,38.9,52.0,14.8,0.298
565,Johnson Pierce,"1315    83.0
Name: Pitches, dtype: float64",55.0, CU, FF,"1315    10.5
Name:  H-Mov, dtype: float64","1315   -4.9
Name:  V-Mov, dtype: float64","1315    6.1
Name: V-Rel Pt, dtype: float64","1315   -2.0
Name: H-Rel Pt, dtype: float64",4.5,12.6,22.6,21.299999999999997,10.299999999999997,745.0,3.5,2.0,2.0,27.0,23.3,44.0,12.7,0.53
566,Junis Jakob,"1324    512.0
Name: Pitches, dtype: float64",307.0, SL, SI,"1324    14.2
Name:  H-Mov, dtype: float64","1324    0.7
Name:  V-Mov, dtype: float64","1324    5.9
Name: V-Rel Pt, dtype: float64","1324   -2.0
Name: H-Rel Pt, dtype: float64",8.399999999999999,16.0,27.7,8.200000000000001,9.0,263.0,2.0999999999999996,3.4,6.700000000000003,18.0,18.2,53.5,28.0,0.434
567,Junis Jakob,"1324    512.0
Name: Pitches, dtype: float64",159.0, SL, CH,"1324    14.2
Name:  H-Mov, dtype: float64","1324    0.7
Name:  V-Mov, dtype: float64","1324    5.9
Name: V-Rel Pt, dtype: float64","1324   -2.0
Name: H-Rel Pt, dtype: float64",8.2,16.0,23.7,4.6,1.5,1096.0,0.09999999999999964,3.3,20.8,7.1,22.4,39.3,10.7,0.319
568,Junk Janson,"1328    72.0
Name: Pitches, dtype: float64",69.0, SL, FF,"1328    10.8
Name:  H-Mov, dtype: float64","1328    7.0
Name:  V-Mov, dtype: float64","1328    5.9
Name: V-Rel Pt, dtype: float64","1328   -1.9
Name: H-Rel Pt, dtype: float64",4.800000000000001,12.5,12.4,10.7,9.799999999999997,139.0,1.8999999999999995,1.7000000000000002,,48.5,23.3,41.0,20.3,0.264
569,Kaprielian James,"1333    783.0
Name: Pitches, dtype: float64",349.0, FF, SL,"1333   -7.6
Name:  H-Mov, dtype: float64","1333    15.4
Name:  V-Mov, dtype: float64","1333    6.1
Name: V-Rel Pt, dtype: float64","1333   -2.5
Name: H-Rel Pt, dtype: float64",13.399999999999999,4.699999999999999,10.3,11.5,8.299999999999997,230.0,2.6000000000000005,2.0,8.5,19.9,38.0,41.4,10.9,0.306
570,Kaprielian James,"1333    783.0
Name: Pitches, dtype: float64",199.0, FF, CU,"1333   -7.6
Name:  H-Mov, dtype: float64","1333    15.4
Name:  V-Mov, dtype: float64","1333    6.1
Name: V-Rel Pt, dtype: float64","1333   -2.5
Name: H-Rel Pt, dtype: float64",13.8,5.1,14.2,23.700000000000003,14.5,467.0,4.200000000000001,1.4,11.299999999999999,10.2,18.1,48.3,27.1,0.248
571,Kaprielian James,"1333    783.0
Name: Pitches, dtype: float64",139.0, FF, CH,"1333   -7.6
Name:  H-Mov, dtype: float64","1333    15.4
Name:  V-Mov, dtype: float64","1333    6.1
Name: V-Rel Pt, dtype: float64","1333   -2.5
Name: H-Rel Pt, dtype: float64",13.6,4.8999999999999995,0.5,13.5,9.0,652.0,3.0,0.19999999999999996,19.799999999999997,12.9,29.2,28.400000000000006,10.1,0.399
572,Karinchak James,"1336    144.0
Name: Pitches, dtype: float64",127.0, CU, FF,"1336   -1.4
Name:  H-Mov, dtype: float64","1336   -8.9
Name:  V-Mov, dtype: float64","1336    6.6
Name: V-Rel Pt, dtype: float64","1336    0.1
Name: H-Rel Pt, dtype: float64",8.0,1.4,1.7000000000000002,28.9,12.299999999999997,104.0,4.8999999999999995,0.5,,59.6,28.3,44.8,18.1,0.234
573,Keller Brad,"1344    668.0
Name: Pitches, dtype: float64",653.0, SL, FF,"1344    5.6
Name:  H-Mov, dtype: float64","1344   -2.3
Name:  V-Mov, dtype: float64","1344    6.3
Name: V-Rel Pt, dtype: float64","1344   -1.5
Name: H-Rel Pt, dtype: float64",0.7000000000000002,7.1,3.0999999999999996,15.3,7.5,139.0,3.3000000000000007,0.2999999999999998,5.5,36.2,25.9,34.8,13.2,0.332
574,Keller Brad,"1344    668.0
Name: Pitches, dtype: float64",452.0, SL, SI,"1344    5.6
Name:  H-Mov, dtype: float64","1344   -2.3
Name:  V-Mov, dtype: float64","1344    6.3
Name: V-Rel Pt, dtype: float64","1344   -1.5
Name: H-Rel Pt, dtype: float64",0.6000000000000005,7.1,16.0,10.1,6.5,357.0,2.3000000000000007,2.0,19.099999999999998,25.8,27.9,41.4,15.9,0.372
575,Keller Brad,"1344    668.0
Name: Pitches, dtype: float64",90.0, SL, CH,"1344    5.6
Name:  H-Mov, dtype: float64","1344   -2.3
Name:  V-Mov, dtype: float64","1344    6.3
Name: V-Rel Pt, dtype: float64","1344   -1.5
Name: H-Rel Pt, dtype: float64",0.7000000000000002,7.1,16.2,11.3,3.0,1003.0,2.1000000000000005,2.6999999999999997,9.5,3.8,20.0,26.700000000000003,5.6,0.134
576,Keller Mitch,"1347    618.0
Name: Pitches, dtype: float64",415.0, FF, SL,"1347   -7.2
Name:  H-Mov, dtype: float64","1347    14.5
Name:  V-Mov, dtype: float64","1347    6.0
Name: V-Rel Pt, dtype: float64","1347   -1.9
Name: H-Rel Pt, dtype: float64",13.2,5.4,18.8,16.0,10.699999999999989,159.0,3.500000000000001,2.6,2.0,21.9,28.1,39.5,12.3,0.342
577,Keller Mitch,"1347    618.0
Name: Pitches, dtype: float64",405.0, FF, SI,"1347   -7.2
Name:  H-Mov, dtype: float64","1347    14.5
Name:  V-Mov, dtype: float64","1347    6.0
Name: V-Rel Pt, dtype: float64","1347   -1.9
Name: H-Rel Pt, dtype: float64",13.2,5.300000000000001,7.6000000000000005,3.3000000000000007,1.0999999999999943,52.0,1.1000000000000005,1.2,,8.0,22.1,41.3,20.2,0.329
578,Keller Mitch,"1347    618.0
Name: Pitches, dtype: float64",261.0, FF, CU,"1347   -7.2
Name:  H-Mov, dtype: float64","1347    14.5
Name:  V-Mov, dtype: float64","1347    6.0
Name: V-Rel Pt, dtype: float64","1347   -1.9
Name: H-Rel Pt, dtype: float64",13.4,5.5,18.0,29.8,16.69999999999999,144.0,5.8999999999999995,1.5,7.9,14.4,30.0,49.5,18.4,0.354
579,Keller Mitch,"1347    618.0
Name: Pitches, dtype: float64",168.0, FF, CH,"1347   -7.2
Name:  H-Mov, dtype: float64","1347    14.5
Name:  V-Mov, dtype: float64","1347    6.0
Name: V-Rel Pt, dtype: float64","1347   -1.9
Name: H-Rel Pt, dtype: float64",13.3,5.300000000000001,7.6000000000000005,9.4,4.199999999999989,720.0,2.4000000000000004,1.0999999999999999,14.3,5.9,21.6,36.2,15.5,0.389
580,Kelley Trevor,"1352    242.0
Name: Pitches, dtype: float64",92.0, SI, CU,"1352   -17.7
Name:  H-Mov, dtype: float64","1352    5.5
Name:  V-Mov, dtype: float64","1352    3.5
Name: V-Rel Pt, dtype: float64","1352   -4.2
Name: H-Rel Pt, dtype: float64",21.099999999999998,13.5,26.9,7.0,11.599999999999994,326.0,3.1999999999999997,3.1999999999999997,,22.5,26.9,28.0,9.8,0.511
581,Kelly Joe,"1358    225.0
Name: Pitches, dtype: float64",153.0, KC, SI,"1358    6.7
Name:  H-Mov, dtype: float64","1358   -9.1
Name:  V-Mov, dtype: float64","1358    5.6
Name: V-Rel Pt, dtype: float64","1358   -1.7
Name: H-Rel Pt, dtype: float64",1.2999999999999998,8.3,22.4,18.6,10.0,698.0,3.5,2.4,,28.4,21.1,62.3,29.4,0.711
582,Kelly Merrill,"1363    591.0
Name: Pitches, dtype: float64",441.0, FF, CH,"1363   -7.9
Name:  H-Mov, dtype: float64","1363    15.5
Name:  V-Mov, dtype: float64","1363    5.5
Name: V-Rel Pt, dtype: float64","1363   -1.7
Name: H-Rel Pt, dtype: float64",13.5,6.2,8.499999999999998,12.9,4.1000000000000085,188.0,2.4000000000000004,1.5,14.1,16.9,44.8,30.400000000000006,8.4,0.319
583,Kelly Merrill,"1363    591.0
Name: Pitches, dtype: float64",376.0, FF, FC,"1363   -7.9
Name:  H-Mov, dtype: float64","1363    15.5
Name:  V-Mov, dtype: float64","1363    5.5
Name: V-Rel Pt, dtype: float64","1363   -1.7
Name: H-Rel Pt, dtype: float64",13.4,6.1000000000000005,6.1000000000000005,2.3000000000000007,1.7000000000000028,17.0,0.20000000000000018,1.0999999999999999,8.999999999999998,17.2,28.8,37.4,11.7,0.255
584,Kelly Merrill,"1363    591.0
Name: Pitches, dtype: float64",331.0, FF, SI,"1363   -7.9
Name:  H-Mov, dtype: float64","1363    15.5
Name:  V-Mov, dtype: float64","1363    5.5
Name: V-Rel Pt, dtype: float64","1363   -1.7
Name: H-Rel Pt, dtype: float64",13.4,6.2,7.799999999999999,7.7,0.20000000000000284,143.0,1.0,1.2,11.9,14.6,28.9,40.9,20.2,0.245
585,Kelly Merrill,"1363    591.0
Name: Pitches, dtype: float64",281.0, FF, CU,"1363   -7.9
Name:  H-Mov, dtype: float64","1363    15.5
Name:  V-Mov, dtype: float64","1363    5.5
Name: V-Rel Pt, dtype: float64","1363   -1.7
Name: H-Rel Pt, dtype: float64",13.600000000000001,6.2,17.1,25.7,10.400000000000006,201.0,4.300000000000001,1.5999999999999999,4.999999999999998,18.5,29.1,58.1,27.4,0.341
586,Kennedy Ian,"1371    486.0
Name: Pitches, dtype: float64",61.0, FF, CH,"1371   -10.7
Name:  H-Mov, dtype: float64","1371    17.7
Name:  V-Mov, dtype: float64","1371    5.4
Name: V-Rel Pt, dtype: float64","1371   -1.4
Name: H-Rel Pt, dtype: float64",16.299999999999997,9.5,1.299999999999999,8.2,7.299999999999997,1142.0,2.8,0.7,,6.2,27.0,45.8,3.3,0.53
587,Kershaw Clayton,"1382    558.0
Name: Pitches, dtype: float64",480.0, SL, FF,"1382   -5.3
Name:  H-Mov, dtype: float64","1382    6.4
Name:  V-Mov, dtype: float64","1382    6.1
Name: V-Rel Pt, dtype: float64","1382    1.4
Name: H-Rel Pt, dtype: float64",11.399999999999999,6.699999999999999,4.6,11.799999999999999,4.1000000000000085,158.0,2.5,1.0,16.9,39.8,16.1,43.3,26.3,0.263
588,Kershaw Clayton,"1382    558.0
Name: Pitches, dtype: float64",202.0, SL, CU,"1382   -5.3
Name:  H-Mov, dtype: float64","1382    6.4
Name:  V-Mov, dtype: float64","1382    6.1
Name: V-Rel Pt, dtype: float64","1382    1.4
Name: H-Rel Pt, dtype: float64",11.6,6.4,0.5,22.0,13.399999999999991,169.0,3.3999999999999995,1.0,17.4,16.1,32.5,55.7,18.8,0.326
589,Keuchel Dallas,"1386    419.0
Name: Pitches, dtype: float64",259.0, SI, CH,"1386    15.2
Name:  H-Mov, dtype: float64","1386    5.6
Name:  V-Mov, dtype: float64","1386    6.1
Name: V-Rel Pt, dtype: float64","1386    1.5
Name: H-Rel Pt, dtype: float64",9.1,13.799999999999999,1.0999999999999996,1.0,7.900000000000006,379.0,1.1999999999999993,0.2,5.0,24.2,39.0,27.799999999999997,5.0,0.316
590,Keuchel Dallas,"1386    419.0
Name: Pitches, dtype: float64",146.0, SI, FC,"1386    15.2
Name:  H-Mov, dtype: float64","1386    5.6
Name:  V-Mov, dtype: float64","1386    6.1
Name: V-Rel Pt, dtype: float64","1386    1.5
Name: H-Rel Pt, dtype: float64",9.1,13.799999999999999,16.8,2.1000000000000005,2.0,237.0,0.10000000000000053,2.8,1.9000000000000021,22.7,41.7,27.400000000000006,9.6,0.707
591,Keuchel Dallas,"1386    419.0
Name: Pitches, dtype: float64",85.0, SI, SL,"1386    15.2
Name:  H-Mov, dtype: float64","1386    5.6
Name:  V-Mov, dtype: float64","1386    6.1
Name: V-Rel Pt, dtype: float64","1386    1.5
Name: H-Rel Pt, dtype: float64",9.2,13.6,25.1,5.0,10.200000000000003,382.0,1.9000000000000004,3.4,13.3,8.5,32.7,40.0,11.8,0.501
592,Keuchel Dallas,"1386    419.0
Name: Pitches, dtype: float64",57.0, SI, FF,"1386    15.2
Name:  H-Mov, dtype: float64","1386    5.6
Name:  V-Mov, dtype: float64","1386    6.1
Name: V-Rel Pt, dtype: float64","1386    1.5
Name: H-Rel Pt, dtype: float64",8.899999999999999,13.899999999999999,11.899999999999999,7.200000000000001,0.8999999999999915,260.0,1.8000000000000007,1.8,,3.6,12.9,38.5,22.8,0.751
593,Kikuchi Yusei,"1390    748.0
Name: Pitches, dtype: float64",385.0, FF, SL,"1390    10.9
Name:  H-Mov, dtype: float64","1390    17.3
Name:  V-Mov, dtype: float64","1390    5.5
Name: V-Rel Pt, dtype: float64","1390    1.7
Name: H-Rel Pt, dtype: float64",5.300000000000001,9.4,13.7,14.4,8.099999999999994,81.0,2.8,1.4000000000000001,96.39999999999999,23.1,41.9,35.7,13.2,0.534
594,Kikuchi Yusei,"1390    748.0
Name: Pitches, dtype: float64",208.0, FF, CH,"1390    10.9
Name:  H-Mov, dtype: float64","1390    17.3
Name:  V-Mov, dtype: float64","1390    5.5
Name: V-Rel Pt, dtype: float64","1390    1.7
Name: H-Rel Pt, dtype: float64",5.300000000000001,9.5,0.40000000000000036,9.200000000000001,7.799999999999997,709.0,2.3,0.6,7.799999999999999,9.7,30.9,37.3,1.9,0.21
595,Kikuchi Yusei,"1390    748.0
Name: Pitches, dtype: float64",95.0, FF, FC,"1390    10.9
Name:  H-Mov, dtype: float64","1390    17.3
Name:  V-Mov, dtype: float64","1390    5.5
Name: V-Rel Pt, dtype: float64","1390    1.7
Name: H-Rel Pt, dtype: float64",5.4,9.200000000000001,10.700000000000001,6.100000000000001,3.700000000000003,16.0,1.2000000000000002,1.3,34.6,17.4,22.5,40.0,14.7,0.481
596,Kilian Caleb,"1395    106.0
Name: Pitches, dtype: float64",55.0, SI, FC,"1395   -13.0
Name:  H-Mov, dtype: float64","1395    9.0
Name:  V-Mov, dtype: float64","1395    5.7
Name: V-Rel Pt, dtype: float64","1395   -1.4
Name: H-Rel Pt, dtype: float64",18.7,11.7,17.2,2.7,4.0,158.0,0.9000000000000004,2.6,,23.4,18.9,33.3,9.1,0.251
597,Kilian Caleb,"1395    106.0
Name: Pitches, dtype: float64",51.0, SI, FF,"1395   -13.0
Name:  H-Mov, dtype: float64","1395    9.0
Name:  V-Mov, dtype: float64","1395    5.7
Name: V-Rel Pt, dtype: float64","1395   -1.4
Name: H-Rel Pt, dtype: float64",18.7,11.6,10.5,3.4000000000000004,1.1999999999999886,163.0,0.8999999999999995,1.6,,21.7,17.9,17.400000000000006,7.8,0.207
598,Kimbrel Craig,"1397    513.0
Name: Pitches, dtype: float64",244.0, FF, KC,"1397   -10.7
Name:  H-Mov, dtype: float64","1397    14.3
Name:  V-Mov, dtype: float64","1397    4.7
Name: V-Rel Pt, dtype: float64","1397   -3.0
Name: H-Rel Pt, dtype: float64",15.5,7.699999999999999,20.9,20.5,9.900000000000006,291.0,4.3,2.4000000000000004,5.800000000000001,35.9,31.7,47.5,11.1,0.291
599,King John,"1401    252.0
Name: Pitches, dtype: float64",106.0, SI, CH,"1401    15.2
Name:  H-Mov, dtype: float64","1401   -0.2
Name:  V-Mov, dtype: float64","1401    5.3
Name: V-Rel Pt, dtype: float64","1401    2.4
Name: H-Rel Pt, dtype: float64",10.1,12.7,0.20000000000000107,0.2,12.100000000000009,377.0,1.2999999999999998,0.6,19.3,19.4,34.9,40.0,1.9,0.259
600,King John,"1401    252.0
Name: Pitches, dtype: float64",88.0, SI, SL,"1401    15.2
Name:  H-Mov, dtype: float64","1401   -0.2
Name:  V-Mov, dtype: float64","1401    5.3
Name: V-Rel Pt, dtype: float64","1401    2.4
Name: H-Rel Pt, dtype: float64",9.799999999999999,12.899999999999999,30.7,6.3999999999999995,14.300000000000011,595.0,2.4000000000000004,3.6,9.100000000000001,15.6,25.0,45.0,17.0,0.357
601,King John,"1401    252.0
Name: Pitches, dtype: float64",61.0, SI, FC,"1401    15.2
Name:  H-Mov, dtype: float64","1401   -0.2
Name:  V-Mov, dtype: float64","1401    5.3
Name: V-Rel Pt, dtype: float64","1401    2.4
Name: H-Rel Pt, dtype: float64",9.7,12.899999999999999,15.7,3.6,5.700000000000003,391.0,0.5,2.4,43.0,9.4,39.3,27.299999999999997,8.2,0.649
602,King Michael,"1406    287.0
Name: Pitches, dtype: float64",238.0, SI, SL,"1406   -16.9
Name:  H-Mov, dtype: float64","1406    6.8
Name:  V-Mov, dtype: float64","1406    5.5
Name: V-Rel Pt, dtype: float64","1406   -2.5
Name: H-Rel Pt, dtype: float64",22.299999999999997,14.399999999999999,35.5,6.3999999999999995,13.200000000000003,409.0,2.0,4.4,,14.9,27.3,48.4,15.1,0.229
603,King Michael,"1406    287.0
Name: Pitches, dtype: float64",174.0, SI, FF,"1406   -16.9
Name:  H-Mov, dtype: float64","1406    6.8
Name:  V-Mov, dtype: float64","1406    5.5
Name: V-Rel Pt, dtype: float64","1406   -2.5
Name: H-Rel Pt, dtype: float64",22.7,14.599999999999998,9.799999999999999,9.899999999999999,0.9000000000000057,58.0,1.2999999999999998,1.0,9.900000000000002,12.5,33.0,36.1,13.2,0.439
604,King Michael,"1406    287.0
Name: Pitches, dtype: float64",75.0, SI, CH,"1406   -16.9
Name:  H-Mov, dtype: float64","1406    6.8
Name:  V-Mov, dtype: float64","1406    5.5
Name: V-Rel Pt, dtype: float64","1406   -2.5
Name: H-Rel Pt, dtype: float64",22.299999999999997,14.299999999999999,0.9000000000000021,1.1000000000000005,7.200000000000003,222.0,1.0,0.10000000000000009,14.200000000000001,12.1,41.3,67.9,13.3,0.16
605,Kinley Tyler,"1411    196.0
Name: Pitches, dtype: float64",173.0, SL, FF,"1411    1.7
Name:  H-Mov, dtype: float64","1411    4.2
Name:  V-Mov, dtype: float64","1411    6.5
Name: V-Rel Pt, dtype: float64","1411   -0.9
Name: H-Rel Pt, dtype: float64",4.8999999999999995,2.5,5.4,10.899999999999999,5.900000000000006,180.0,2.0999999999999996,1.0999999999999999,15.500000000000002,41.9,15.7,31.099999999999994,12.7,0.277
606,Kirby George,"1415    652.0
Name: Pitches, dtype: float64",283.0, FF, SL,"1415   -9.0
Name:  H-Mov, dtype: float64","1415    14.7
Name:  V-Mov, dtype: float64","1415    5.9
Name: V-Rel Pt, dtype: float64","1415   -1.5
Name: H-Rel Pt, dtype: float64",14.7,7.4,13.6,10.6,7.599999999999994,10.0,2.4000000000000004,2.0999999999999996,18.200000000000003,21.9,22.1,37.0,13.4,0.541
607,Kirby George,"1415    652.0
Name: Pitches, dtype: float64",188.0, FF, CU,"1415   -9.0
Name:  H-Mov, dtype: float64","1415    14.7
Name:  V-Mov, dtype: float64","1415    5.9
Name: V-Rel Pt, dtype: float64","1415   -1.5
Name: H-Rel Pt, dtype: float64",14.8,7.5,19.8,27.1,15.0,24.0,4.800000000000001,1.8,,14.5,21.0,46.6,23.9,0.334
608,Kirby George,"1415    652.0
Name: Pitches, dtype: float64",122.0, FF, CH,"1415   -9.0
Name:  H-Mov, dtype: float64","1415    14.7
Name:  V-Mov, dtype: float64","1415    5.9
Name: V-Rel Pt, dtype: float64","1415   -1.5
Name: H-Rel Pt, dtype: float64",14.6,7.5,6.199999999999999,11.799999999999999,9.700000000000003,725.0,2.6000000000000005,1.2000000000000002,,9.4,28.2,21.599999999999994,9.0,0.349
609,Kittredge Andrew,"1419    106.0
Name: Pitches, dtype: float64",95.0, SI, SL,"1419   -16.3
Name:  H-Mov, dtype: float64","1419    11.9
Name:  V-Mov, dtype: float64","1419    6.1
Name: V-Rel Pt, dtype: float64","1419   -1.1
Name: H-Rel Pt, dtype: float64",22.3,15.100000000000001,23.200000000000003,9.5,6.1000000000000085,319.0,1.9000000000000004,3.4000000000000004,5.200000000000003,41.7,58.2,37.5,10.5,0.364
610,Kluber Corey,"1423    547.0
Name: Pitches, dtype: float64",471.0, FC, SI,"1423    3.0
Name:  H-Mov, dtype: float64","1423    8.0
Name:  V-Mov, dtype: float64","1423    5.4
Name: V-Rel Pt, dtype: float64","1423   -1.9
Name: H-Rel Pt, dtype: float64",2.3,4.9,19.0,0.6999999999999993,2.5,378.0,0.40000000000000036,2.7,14.899999999999999,27.0,20.9,50.0,25.3,0.414
